transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud
599,155,17.551208105434853,POS,Electronics,FR,7,0.01246941955515144,0.1750715829203944,0
3094,200,1.0,POS,Food,US,9,0.10658355233745694,0.18046503496239283,0
8745,865,154.71804286403912,Online,Grocery,FR,9,0.1640808974863007,0.030920377220238035,0
2730,375,103.78133891952018,ATM,Grocery,US,17,0.20616674972970359,0.1443677662279165,0
4155,826,54.19831276462013,ATM,Grocery,TR,22,0.09201098790026788,0.010838117485445798,0
4298,847,91.65205846735249,QR,Food,TR,18,0.26634068946690326,0.13020517084226832,0
9139,769,135.33542351011545,POS,Grocery,FR,16,0.07311850410350935,0.08330499402108069,0
3983,271,64.96868148807118,POS,Grocery,TR,16,0.019904129813445925,0.24535898534981151,0
8777,568,117.16488454620773,POS,Food,DE,10,0.12743186140282867,0.29341556582454326,0
2140,719,174.589108171203,Online,Clothing,FR,6,0.16542472577396158,0.2109866241018303,0
3084,161,98.82222998896229,ATM,Food,TR,19,0.19931766932469197,0.05084975470159274,0
7706,557,101.63738237647001,POS,Food,TR,15,0.07841237100753193,0.16087964266787066,0
7574,421,138.32723758855823,POS,Electronics,FR,8,0.26407777612541905,0.15124795249782558,0
4233,561,118.62598335458355,ATM,Travel,FR,15,0.018631461053762555,0.056957332366092815,0
3826,920,109.3592013744292,ATM,Electronics,TR,8,0.05952247911059308,0.029689872667215643,0
8966,430,140.46800360052507,POS,Grocery,US,9,0.01194990499783708,0.10184881300671102,0
5329,968,120.11759942271706,POS,Clothing,FR,19,0.08275895114990729,0.22997840609489678,0
6819,927,50.680696435170574,POS,Travel,TR,12,0.284411500347179,0.21442453213170945,0
1711,813,173.9763601759259,ATM,Electronics,TR,9,0.003056771782739187,0.09095194237994982,0
8484,879,53.2537959280578,POS,Electronics,FR,19,0.2647985061944684,0.0966700613416593,0
7710,984,26.693043335417926,Online,Electronics,US,17,0.25218446311202225,0.10270529564741826,0
4048,798,79.4225525848626,ATM,Food,US,8,0.013121045769315531,0.14700698614671623,0
4570,566,3.625878623295307,POS,Food,US,20,0.2182522730324213,0.2374910585964388,0
5474,94,123.13936932641539,Online,Food,UK,12,0.21711148820086373,0.057834714361196714,0
4669,656,90.12027156388204,Online,Clothing,US,19,0.15954776000702672,0.2543958333765973,0
2459,900,49.77455845335883,QR,Electronics,DE,10,0.2638938638428773,0.06520393877072239,0
8065,822,91.05626975759722,Online,Clothing,FR,16,0.1377325482114759,0.2797528842122726,0
2577,71,127.58261342895372,QR,Clothing,UK,15,0.21876075997882247,0.1226037875114424,0
3055,29,115.13384467114868,Online,Clothing,US,12,0.227314131694864,0.2435908853140819,0
7148,370,159.54442682243848,Online,Electronics,DE,15,0.18823865717964666,0.2722497398464544,0
7100,122,5.48290988664732,ATM,Grocery,FR,15,0.04514825351271806,0.10579345005912982,0
9046,904,139.829715136147,Online,Travel,DE,18,0.03151037216298389,0.16875926124011534,0
6599,550,122.59530988166685,Online,Clothing,US,13,0.004126559839251642,0.1266117979988969,0
7821,289,165.54413633443482,Online,Electronics,UK,18,0.07036328273922653,0.22769297001382863,0
4263,81,132.90337877784268,POS,Electronics,FR,10,0.09340228056039593,0.1684848876891333,0
2421,851,47.642508611002135,POS,Electronics,FR,22,0.16730075781249032,0.051421084147344566,0
9424,180,101.84526692765071,ATM,Food,DE,23,0.2474308322806208,0.07494734649413996,0
858,422,107.18823215542925,ATM,Grocery,FR,23,0.17919454996116552,0.07018595389063571,0
2617,886,91.43583377679064,QR,Grocery,TR,16,0.23899925561217034,0.2610743228284792,0
6602,687,138.70897592716133,Online,Electronics,UK,7,0.06439623092981174,0.07296019034156494,0
7364,864,103.36299797624487,POS,Grocery,DE,14,0.11349089516039906,0.2005185477624474,0
8924,383,115.47299980017277,ATM,Travel,UK,9,0.24556261355164138,0.040412582469742164,0
5516,236,108.86896702921398,ATM,Clothing,TR,17,0.008884435877148888,0.06355318885576534,0
430,644,101.36278161802896,ATM,Travel,FR,6,0.02568504718930643,0.16655118511196884,0
780,963,124.61197322324276,Online,Travel,FR,10,0.05065553889141124,0.058284658392482765,0
3134,313,136.82068722680066,ATM,Clothing,FR,6,0.11776763928338213,0.011940461184689388,0
6656,225,96.46399755498938,POS,Grocery,TR,21,0.010938494739082082,0.017415587790682308,0
1619,469,11.670064029302537,POS,Travel,UK,15,0.010273815037302203,0.14490026481736853,0
6718,671,76.32103400909968,POS,Grocery,TR,6,0.1315186394436656,0.21249754006465899,0
4444,573,46.347452064676695,QR,Food,UK,19,0.18993419990186197,0.10575447339676013,0
4224,49,55.52541297557765,ATM,Food,FR,6,0.08191691216830967,0.13774866537371802,0
4045,196,169.04032942275046,POS,Food,TR,15,0.0752278552527995,0.24742125838938647,0
8807,399,136.97009075116023,Online,Food,UK,21,0.2678971292525244,0.159062770700477,0
5198,935,91.08125401958635,Online,Travel,UK,20,0.1681825772928388,0.10890653438590676,0
4094,466,209.80447796484077,QR,Food,DE,19,0.1318268787023069,0.11229272584147089,0
9468,739,50.13743827714536,POS,Clothing,US,12,0.11169190214003594,0.20715922072821086,0
8627,507,101.92427641704636,ATM,Food,DE,7,0.12273649066915511,0.056103236224799354,0
9637,560,1148.3781142450566,POS,Travel,DE,19,0.9457090365115758,0.8356164711703118,1
4098,541,123.57642420876195,Online,Clothing,US,7,0.2138955716428217,0.22509406925859077,0
4554,390,184.844490979032,POS,Food,US,13,0.02288091530019698,0.20300707710885282,0
9711,935,952.5479053919955,QR,Travel,UK,20,0.7836105783236501,0.9855213091060349,1
5481,532,104.41789955780361,Online,Food,FR,6,0.19165192431957037,0.10571199196927511,0
9939,291,2865.421641083602,ATM,Food,TR,13,0.8348428961233149,0.9043038262096079,1
2670,770,94.99402990193762,QR,Travel,DE,8,0.06690341363272852,0.05035060544974922,0
6904,310,1.0,POS,Food,DE,14,0.1105089221114371,0.20254048751239986,0
5261,594,32.686193838407036,POS,Food,UK,17,0.14577518225492417,0.06662461545307642,0
5119,413,78.25866043661317,ATM,Clothing,UK,17,0.23900643592673126,0.12898804628355662,0
1286,384,87.00080373736473,POS,Travel,TR,17,0.17459193146325086,0.0038651628399246182,0
3477,282,122.41985082648074,Online,Electronics,FR,13,0.24585393191364516,0.18524403545684068,0
7000,992,74.8914246573711,POS,Grocery,UK,6,0.24576659100461434,0.04509822001043938,0
4910,471,200.5075425044567,QR,Food,US,20,0.17745568488929106,0.012507310935128978,0
7867,362,97.60850769010432,POS,Clothing,FR,9,0.0015202916512892849,0.2552094910356927,0
2909,26,111.9967638862463,QR,Grocery,UK,11,0.0599936841825377,0.02567378767536166,0
3556,116,84.7203866242792,Online,Grocery,DE,6,0.10102367892968442,0.19932663041336873,0
1062,438,104.45503833519383,POS,Electronics,DE,16,0.18833212800904048,0.18858338637725572,0
7850,966,96.87859312624346,QR,Travel,DE,6,0.2919247990599973,0.03906249983256105,0
3658,332,75.0700982162913,ATM,Grocery,DE,20,0.10221330502329094,0.27917779122969777,0
5505,192,36.12910259338076,ATM,Food,US,7,0.0892649893292172,0.05852493767803909,0
8275,596,102.74316435780707,Online,Travel,US,23,0.0033562288631217574,0.11469177903523625,0
7595,666,90.70496524121663,POS,Electronics,US,7,0.24191376468156767,0.11445806004105406,0
9723,631,2830.4336256815195,POS,Clothing,US,4,0.9251573393310356,0.7427565816549759,1
5772,258,95.92530670202538,ATM,Travel,US,10,0.16045742211054878,0.12052715035070621,0
5378,707,146.73350790502673,Online,Food,DE,6,0.29123539710970825,0.1949382380269708,0
6053,258,65.08888838307519,POS,Electronics,FR,11,0.14543586037899806,0.29275620380307865,0
7396,309,103.49439979347041,POS,Food,UK,13,0.28191323400933516,0.16613181517185371,0
20,733,133.63128804359764,POS,Clothing,US,16,0.18668513248605065,0.27342893983001487,0
170,590,58.468920972767755,QR,Clothing,FR,12,0.037991970701095355,0.0674814845407813,0
641,605,82.70095845487546,POS,Travel,US,20,0.15735652559461347,0.18926995348733322,0
3354,920,82.75751237967297,Online,Food,UK,23,0.293356678207243,0.20380876836375528,0
1423,194,99.23809767499567,QR,Food,DE,22,0.15906445775023928,0.1389549414163541,0
2254,824,190.5151305002081,QR,Travel,TR,18,0.23325806737860452,0.060432448440951754,0
1640,649,128.30934682105283,ATM,Food,DE,18,0.0202981572104171,0.23499699832519005,0
7264,52,184.9006580751744,ATM,Food,DE,16,0.28391514671212487,0.15940952155272362,0
9223,554,116.58940158548049,POS,Food,DE,7,0.19008300968458772,0.13732013161709303,0
9507,706,2705.985689932241,QR,Electronics,FR,10,0.7666914162036504,0.803170603796962,1
6208,457,91.64444360506614,ATM,Grocery,UK,11,0.058953751375015524,0.189254863115476,0
9248,355,95.6771289713498,POS,Food,US,15,0.037844446740638436,0.18881385372785217,0
1004,140,28.793879417103113,Online,Travel,TR,8,0.1389189828016998,0.144703084569777,0
4876,773,80.66033310713371,ATM,Food,FR,13,0.2873580502143676,0.17092943291536852,0
1049,777,147.63798445970951,POS,Clothing,DE,12,0.127584397150147,0.26478586812937754,0
7330,393,11.073236540272362,POS,Clothing,UK,16,0.17058849848381363,0.08446080279418725,0
5266,3,168.75272455823546,Online,Food,TR,11,0.02766056779634023,0.20428045503020556,0
6209,546,135.1096455824815,POS,Food,DE,6,0.14237629173842029,0.16411475545786314,0
1515,193,124.65849171194183,ATM,Travel,TR,8,0.025660146312317333,0.1462111826629118,0
4154,221,141.23351966597565,QR,Travel,TR,19,0.28920075450341287,0.15680611628271315,0
1078,833,56.93184735252259,POS,Food,UK,16,0.15998811154413234,0.15843693232773914,0
4650,511,141.42515399100083,POS,Clothing,DE,21,0.022563747063296457,0.11345230605057988,0
4181,730,170.6530421752021,ATM,Clothing,FR,12,0.1978830378107819,0.21262880783942964,0
8490,752,186.90733791630697,POS,Clothing,US,8,0.03672589971172694,0.20712101417909473,0
4305,481,88.35448962548779,POS,Travel,TR,17,0.019087638762389492,0.26486518205021997,0
2148,184,166.93889852105312,POS,Travel,UK,18,0.02494480582065891,0.10887047379717742,0
6610,49,120.97752209569563,POS,Travel,DE,15,0.20641578862062773,0.11436496040110289,0
4346,131,99.22645776164772,ATM,Travel,US,9,0.19538015787546736,0.06438752189479142,0
2021,375,149.30419457388555,Online,Food,UK,16,0.12688718306594698,0.13780970449380234,0
6992,603,96.03369018118933,ATM,Travel,TR,19,0.22383549489519175,0.17515509143878427,0
7122,951,126.7253774103356,QR,Food,US,11,0.15909835728738983,0.02129165520041615,0
8520,667,152.33241804208896,Online,Travel,TR,10,0.056307834217480396,0.14626879284739785,0
7995,854,96.40617352071675,ATM,Travel,FR,6,0.025403030937767267,0.052521834874481296,0
4436,966,202.57871609101102,Online,Food,DE,20,0.14110923219342433,0.11460099792165235,0
5807,366,22.281096043819957,POS,Travel,FR,11,0.2986620431217556,0.07155889593417321,0
2714,92,147.02335038607148,Online,Grocery,TR,6,0.20067463902663243,0.10757320593606406,0
9984,63,2995.346497712466,ATM,Grocery,NG,11,0.8636356014519898,0.8870338381803063,1
7375,234,167.08601443600577,Online,Clothing,US,10,0.08320322168184133,0.10264521540498384,0
251,809,141.2977077810032,Online,Food,UK,22,0.1077652446432062,0.05657583121703556,0
9820,840,10.0,Online,Travel,DE,18,0.7457403542065856,0.9018426585743984,1
9929,735,2400.7327786589312,QR,Food,NG,15,0.9852015969886676,0.9825089941816367,1
3481,657,80.76879119679096,ATM,Electronics,UK,11,0.15066889148714632,0.29676423365913823,0
9701,64,1489.0513114868616,Online,Food,US,14,0.7855839744769192,0.700734362078897,1
3952,44,92.19931702883724,POS,Travel,UK,8,0.033957878219746426,0.2673053263270433,0
7112,904,41.188537383125656,Online,Clothing,FR,7,0.2825878407582026,0.13337510364240363,0
3741,708,103.14167864596703,POS,Electronics,DE,20,0.002402190350345035,0.1944238232590211,0
5296,433,151.13802783206125,QR,Food,TR,19,0.049727157888664476,0.15129703304171316,0
9795,537,22.168429062989272,ATM,Clothing,US,4,0.9900607647149674,0.9207362300945698,1
1956,267,93.9240160899881,ATM,Grocery,US,6,0.02509924126866041,0.04833467913863506,0
8908,282,10.352471135790324,POS,Electronics,US,13,0.24841632586180823,0.06144795187676844,0
5878,69,167.47212528194126,Online,Food,FR,22,0.2778528033299613,0.17597212781198987,0
6637,662,70.38097697563127,POS,Food,US,7,0.21002795709642946,0.22079418153653968,0
2984,414,64.23687403424105,QR,Clothing,FR,10,0.0717344482486181,0.08909837770161907,0
5182,709,90.01681629067922,ATM,Food,TR,20,0.03531235125069045,0.16622143616570137,0
6129,215,74.05664160234895,Online,Grocery,TR,18,0.17025949574998203,0.17056584771910288,0
4067,593,102.35171820042517,ATM,Grocery,UK,19,0.09807632315920133,0.13528376596375521,0
4006,66,177.80522187635415,ATM,Electronics,US,18,0.22282977123760492,0.20719619149336396,0
5227,311,27.767041415835408,POS,Travel,FR,10,0.1603283006945088,0.16129141890175,0
4087,216,1.0,Online,Grocery,DE,7,0.23645709522206207,0.01981156256064609,0
5935,791,88.52199134981399,Online,Clothing,TR,12,0.1117499459251283,0.24103698838765664,0
1051,344,56.41126295153684,QR,Grocery,TR,9,0.2242612103605821,0.22870491098163492,0
4121,547,137.58119805231786,POS,Travel,TR,19,0.22722389366271922,0.14484551722854688,0
2322,667,111.50302021917,Online,Clothing,TR,22,0.28051387906578784,0.16609934364974094,0
1278,206,3.5659282568578874,ATM,Clothing,FR,10,0.22356091537788922,0.23860851597541705,0
2009,35,125.41564780812617,QR,Food,US,17,0.1813931506553344,0.10203863260594387,0
2262,842,171.0309146387004,ATM,Grocery,DE,6,0.20509145601151552,0.16179915566995712,0
239,784,65.40343388306795,Online,Electronics,FR,7,0.23734643168841557,0.06161816601642956,0
3199,846,1.0,ATM,Electronics,US,21,0.05031776128169345,0.07809253301485905,0
5197,486,36.857737511581746,QR,Grocery,TR,13,0.1319638267405493,0.053483528836556736,0
2889,781,128.6988350415839,Online,Electronics,US,14,0.28810953855740395,0.09487204276286561,0
5434,690,64.04832020187536,ATM,Travel,TR,7,0.06215789598058615,0.09686680930532508,0
2581,508,19.30044364519499,Online,Electronics,DE,8,0.21710937997762572,0.16657125219878335,0
8204,891,25.708338022640817,Online,Electronics,US,11,0.09871197292700988,0.004056716383452585,0
5352,473,176.67504204901547,Online,Food,US,15,0.004613956299689248,0.12062434479929254,0
5148,203,184.8395549370144,Online,Electronics,UK,15,0.16414991538223261,0.055827862975375155,0
2879,803,107.83294161575502,POS,Food,DE,12,0.1973556810437351,0.25113349047892064,0
6626,973,158.6614545646749,POS,Clothing,DE,18,0.2795415809630053,0.21250551300146897,0
9728,572,10.0,ATM,Clothing,US,16,0.8494823441194108,0.7982471022568695,1
814,660,64.69356939069473,QR,Grocery,TR,11,0.1351664744573958,0.12612743777685123,0
8226,896,102.42695699113176,POS,Food,DE,15,0.06179436207033656,0.2694964754705525,0
8156,540,134.5592079188621,POS,Travel,UK,6,0.280376948810131,0.043649083047974144,0
4812,139,109.53653633035574,POS,Food,FR,11,0.027210296506463217,0.2905077846413661,0
7788,627,148.32702074997067,POS,Electronics,UK,14,0.05430382215027409,0.032181578746022496,0
7343,773,111.92199221941699,QR,Clothing,US,8,0.18048501565228295,0.038929826042496375,0
4026,507,91.0699835283223,QR,Electronics,UK,23,0.08996106218807227,0.16424389563538952,0
316,117,101.61271145304785,ATM,Grocery,TR,23,0.16504914810639937,0.0232553733135172,0
5012,241,92.99094031945714,POS,Clothing,US,17,0.21288614743767362,0.1860235807319641,0
8314,441,65.07234753086412,QR,Grocery,UK,12,0.04464713783530859,0.29393973908649507,0
1635,954,14.23573912735003,QR,Clothing,FR,22,0.10168024975607128,0.24380759934393648,0
2906,20,105.90079820539529,POS,Food,FR,22,0.010858455999227634,0.16051392331136305,0
7826,127,77.82567804908726,Online,Electronics,UK,10,0.043816980596030085,0.23751983807332389,0
1848,510,110.93823683923854,QR,Travel,UK,17,0.02661360993788442,0.10347149633204379,0
6186,762,65.06515323705958,Online,Clothing,US,21,0.1714951477604676,0.07975366691337694,0
4474,886,98.10501688907175,ATM,Electronics,TR,18,0.16391998523964402,0.16817603290137553,0
560,570,162.85513903275972,POS,Clothing,FR,7,0.0086454383617664,0.22147868461145087,0
4685,93,48.214866109344435,QR,Food,UK,19,0.25291307237541805,0.04728552204242737,0
9500,438,1927.7040511956247,POS,Grocery,NG,21,0.9961891088026267,0.799185119524477,1
2985,338,102.77056279928831,Online,Clothing,UK,23,0.04638440634929592,0.10579107917445044,0
4996,128,77.20586323139904,Online,Electronics,TR,17,0.06093550446203652,0.2078098279201615,0
4499,679,23.017029052355582,Online,Grocery,TR,12,0.07827568258172811,0.18907340881089685,0
383,518,148.6952559996614,QR,Grocery,TR,10,0.010698780275738095,0.06686464059639878,0
7817,343,135.67987442786554,ATM,Travel,US,23,0.13734133147969368,0.1720813432074826,0
9345,600,128.14054849750437,ATM,Travel,US,18,0.005139326307357361,0.17641520723175325,0
9211,601,86.77631079515447,Online,Clothing,TR,10,0.0972150395383573,0.0899958428933836,0
1041,467,84.6221632409369,QR,Clothing,US,11,0.2545209664586506,0.10715458472662466,0
8650,76,51.183034037261486,QR,Electronics,FR,14,0.08314124533523228,0.18006914765554416,0
3464,177,40.999255995285665,POS,Travel,UK,10,0.25345836829376855,0.23123598563305095,0
6571,537,107.21791441127165,POS,Food,DE,10,0.09211131111925132,0.19211551056423537,0
3567,682,71.38563137028488,POS,Food,US,10,0.253525305832807,0.14760200894232814,0
2597,25,33.754199028876826,POS,Clothing,DE,7,0.026977709216305223,0.0889808293965953,0
2858,878,163.75622023305715,QR,Food,FR,8,0.21660426971807828,0.1892767286227981,0
4107,721,36.31285573170921,Online,Food,TR,13,0.13753362322472587,0.0279789103692741,0
4195,483,161.70849293956877,QR,Electronics,UK,23,0.26866412533072964,0.0021600397689395365,0
4821,747,31.58753775094921,Online,Electronics,TR,19,0.06882266081728645,0.06118171987681822,0
6518,947,73.39353113011228,POS,Electronics,US,20,0.2940348929844714,0.08500555049604451,0
4603,179,38.74082507141628,POS,Travel,FR,13,0.2781387103681614,0.10716951860040676,0
5156,782,177.57188829446443,Online,Electronics,TR,22,0.08908116862873819,0.03426171552665502,0
7602,880,96.29586689669053,ATM,Grocery,DE,7,0.05244387421179862,0.23783774830879295,0
9307,63,143.7802465410959,Online,Clothing,FR,12,0.18334557265638046,0.2925174577536245,0
9575,622,1110.128547115012,ATM,Electronics,US,4,0.9758575876519087,0.8340836750038032,1
2344,569,101.93511473787817,QR,Electronics,TR,10,0.299529751487618,0.16535586111595502,0
2379,183,103.22690315048612,ATM,Electronics,UK,11,0.053855390258147895,0.18627930743834667,0
3176,598,123.4118804848444,Online,Travel,US,20,0.2867446882864885,0.016404446299200546,0
7796,604,23.93701801608698,Online,Grocery,TR,13,0.2150193621370315,0.14471734103348952,0
9138,110,111.04381130432631,Online,Clothing,FR,17,0.2892636613577881,0.04770105422988403,0
3299,210,99.46287266746025,ATM,Food,FR,23,0.17871691685965205,0.24786508695071552,0
5656,199,182.63427323409724,QR,Clothing,DE,11,0.23410774879826302,0.22982072006078388,0
1781,767,81.49683577474102,ATM,Clothing,FR,10,0.03801805270529302,0.27769020312699555,0
8105,809,149.5498089862475,QR,Grocery,DE,12,0.19619284423702374,0.280128445459404,0
688,660,129.50023805522355,ATM,Travel,TR,23,0.00867368596142789,0.2871517044144214,0
9119,684,104.9351984207669,QR,Food,TR,15,0.159320659834331,0.01675804888811443,0
2963,953,56.0180533638532,POS,Clothing,DE,7,0.16425690125932324,0.2900885703236527,0
4977,873,95.13094970432662,QR,Electronics,DE,19,0.07480597324010596,0.2745115573954828,0
842,868,111.56288735920418,POS,Clothing,TR,21,0.15359007734718422,0.08087623430935108,0
5231,877,186.93991804754344,Online,Food,US,22,0.044503882730180196,0.05423607555465466,0
71,684,88.56324868706241,POS,Clothing,US,9,0.1876929832569881,0.25285144034891144,0
4538,339,1.0,ATM,Clothing,TR,10,0.21485379856781267,0.005978735608083174,0
6903,59,29.849946648623003,QR,Electronics,FR,16,0.16640838670306973,0.17860313275901682,0
6091,301,81.14933585066046,QR,Electronics,UK,10,0.061129136744698914,0.18125899706808124,0
1077,366,72.25003059428948,POS,Clothing,UK,10,0.24410931436797273,0.2712736488728986,0
9754,616,1094.0919092665442,ATM,Electronics,TR,9,0.9962314777925829,0.8968234201246841,1
8773,486,93.83509767905008,ATM,Food,UK,23,0.12124399148464393,0.026808828247771033,0
3702,24,118.60833811830543,POS,Clothing,DE,17,0.06754721292835104,0.1518293947022948,0
5176,354,91.22143954079785,Online,Grocery,DE,22,0.054281014623033474,0.24618087790523743,0
8888,256,115.03297244429835,POS,Travel,FR,18,0.05881283472903752,0.2569814641953993,0
6462,641,49.95954029786531,Online,Grocery,DE,6,0.04089189584780887,0.2175407456118534,0
3102,59,26.8558031130284,ATM,Food,FR,10,0.09162356538464658,0.0963609242906415,0
7899,960,7.678917047374952,POS,Travel,DE,22,0.020496748671485952,0.09050747923793886,0
2052,824,75.47381737342134,QR,Food,DE,14,0.08288624369705573,0.09309719245457043,0
6723,214,101.34147654624074,POS,Electronics,US,8,0.07678637713596254,0.22120672394464408,0
7907,438,89.86601624644128,QR,Clothing,DE,19,0.1387772194762708,0.2397810943189278,0
434,433,1.0,Online,Grocery,TR,20,0.20543927265378767,0.03557111089082108,0
3457,426,137.05825236632694,QR,Food,TR,15,0.25159179988644104,0.02408183050695406,0
987,887,65.1085355873051,Online,Electronics,US,16,0.29661847376605754,0.1670549050678632,0
5612,364,97.61459216620517,QR,Food,FR,9,0.16488191911609398,0.2750318104450385,0
8510,680,64.49704716897449,Online,Food,DE,6,0.028338646348295013,0.20480143293421843,0
4819,893,6.414244013797983,POS,Clothing,DE,18,0.29032798114702324,0.14621165714631482,0
1122,880,75.22539277410519,Online,Food,UK,6,0.1874851640670259,0.26349491942971726,0
4955,636,95.93071528579395,POS,Electronics,TR,14,0.13705412036220357,0.2842054412369154,0
6092,30,59.8410027101015,Online,Clothing,TR,15,0.025778712092561162,0.17940745148610676,0
9200,243,47.92667775291844,ATM,Electronics,TR,6,0.2237061723768428,0.15734661910399123,0
4352,58,106.55245819805867,POS,Electronics,TR,14,0.06898835558553067,0.01627949515027841,0
5596,610,97.39946095914773,Online,Clothing,UK,20,0.2815414121006413,0.03859332534776842,0
2422,139,129.27691291692474,QR,Food,DE,15,0.22975486161512237,0.05916337614381316,0
29,326,82.43639814446772,ATM,Travel,FR,6,0.17847572363615738,0.19500651952459155,0
804,378,54.31033242082393,QR,Food,TR,18,0.13607164335785446,0.013860622735227923,0
4614,125,64.17635494667077,Online,Clothing,US,13,0.14888375993231864,0.14315537287111066,0
2965,988,131.76265324240356,POS,Grocery,TR,9,0.06594770123229064,0.1650233863491972,0
5276,419,44.76662261362424,ATM,Electronics,UK,17,0.11256713904657166,0.09284931878929029,0
9036,918,164.86151767558943,QR,Food,US,10,0.015827887756510273,0.10674811512438738,0
5723,313,21.085481192479477,ATM,Clothing,FR,17,0.15530450983405897,0.2810482072358385,0
5247,567,131.2045091592068,Online,Grocery,TR,12,0.08000891425629421,0.21051902442104503,0
5774,868,167.98592280724029,Online,Clothing,TR,17,0.2665877903344872,0.25260124809674994,0
5491,693,55.629229115158374,Online,Electronics,US,19,0.23487427679387074,0.1615612500603848,0
3343,327,93.44899490298585,Online,Clothing,UK,7,0.11797759704518776,0.26102659238841813,0
9478,503,143.9648262839716,QR,Food,UK,12,0.14849735552064222,0.1444308541065848,0
1433,757,114.41257889346633,Online,Grocery,FR,6,0.14451483080871785,0.019053040971927938,0
2698,732,50.09480445261141,QR,Electronics,US,12,0.1656057655722605,0.25363994329915346,0
5858,808,55.15591892828138,POS,Travel,DE,23,0.13786841303171712,0.1624027801827042,0
9347,792,128.21506755709535,Online,Travel,DE,9,0.28796260546826186,0.13652300846161033,0
7584,391,141.47746101125773,ATM,Food,FR,18,0.20661603507249277,0.10964892267292746,0
7243,304,110.8588186292446,Online,Clothing,UK,10,0.00935626864476774,0.12193027340977597,0
6405,721,121.73112042909717,ATM,Clothing,UK,20,0.04115083332851259,0.27056764913870407,0
5642,821,38.25581863328112,POS,Grocery,DE,7,0.18367026768908534,0.21922225679000487,0
7209,312,58.82829525216329,QR,Electronics,TR,8,0.11149683827048454,0.09835949295683206,0
8989,294,67.70937736209996,ATM,Food,DE,15,0.035784207923120634,0.084067231503097,0
7730,218,122.04608547079435,ATM,Grocery,US,21,0.15721451761766758,0.14844650914974275,0
9566,461,3444.773786311663,ATM,Clothing,FR,4,0.7823408060567604,0.9278837373017721,1
9369,443,109.48888069631924,Online,Travel,US,17,0.13965935822038622,0.1782079751503475,0
912,700,170.61903355463505,Online,Food,TR,18,0.21801073953476913,0.1321574347547663,0
4443,610,158.91507224716054,QR,Electronics,TR,11,0.14152708063740468,0.022083763226908026,0
6745,598,87.6424171294104,POS,Grocery,DE,6,0.21178930744741334,0.28583403659152357,0
8249,504,172.20716603564335,Online,Grocery,TR,9,0.14075018200760628,0.11252757660546538,0
1844,644,100.65901304433447,QR,Clothing,DE,19,0.2066239938663131,0.2946199872236251,0
6080,485,126.08373245858732,POS,Travel,US,9,0.1170587101473147,0.20300393298391448,0
3461,512,80.72381477781941,POS,Clothing,UK,23,0.15142949601286257,0.13676094890191876,0
